timestamp,your_value,opponent_value,win,profit,inventory_value
2025-03-25 11:31:38,3.13,3.47,0,-3.13,184.32
2025-03-25 11:32:52,2.08,2.31,0,-2.08,182.24
2025-03-25 11:36:24,2.33,2.56,0,-2.33,179.91
2025-03-25 11:37:02,1.92,2.11,1,2.11,182.02
2025-03-25 11:39:31,2.34,2.53,1,2.53,184.55
2025-03-25 11:42:12,2.23,2.47,1,2.47,187.02
2025-03-25 11:47:12,3.55,3.94,1,3.94,190.96
2025-03-25 11:49:56,3.01,3.34,1,3.34,194.3
2025-03-25 11:50:30,3.06,3.39,0,-3.06,191.24
2025-03-25 11:53:50,2.57,2.85,1,2.85,194.09
2025-03-25 11:55:05,2.49,2.76,0,-2.49,191.6
2025-03-25 11:56:03,1.38,1.5,0,-1.38,190.22
2025-03-25 11:57:52,2.76,3.06,0,-2.76,187.46
2025-03-25 11:58:36,0.98,1.05,0,-0.98,186.48
2025-03-25 12:04:17,3.77,4.18,1,4.18,190.66
2025-03-25 12:04:58,2.6,2.88,1,2.88,193.54
2025-03-25 12:14:35,2.77,3.05,0,-2.77,190.77
2025-03-25 12:16:38,2.68,2.97,1,2.97,193.74
2025-03-25 12:18:44,1.06,1.16,1,1.16,194.79
2025-03-25 12:19:25,2.98,3.31,0,-2.98,191.81
2025-03-25 12:24:42,3.8,4.22,0,-3.8,188.01
2025-03-25 12:46:27,1.38,1.49,1,1.49,189.5
2025-03-25 12:47:47,1.9,2.07,0,-1.9,187.6
2025-03-25 12:48:22,3.59,3.98,1,3.98,191.58
2025-03-25 12:49:09,3.58,3.97,1,3.97,195.55
2025-03-25 12:50:02,2.54,2.8,0,-2.54,193.01
2025-03-25 12:50:55,3.17,3.52,0,-3.17,189.84
2025-03-25 12:54:12,1.21,1.31,1,1.31,191.15
2025-03-25 12:55:39,1.85,1.98,0,-1.85,189.3
2025-03-25 12:59:10,1.93,2.08,0,-1.93,187.37
2025-03-25 13:00:07,3.61,4.01,0,-3.61,183.76
2025-03-25 13:05:27,1.57,1.74,0,-1.57,182.19
2025-03-25 13:06:08,2.98,3.31,0,-2.98,179.21
2025-03-25 13:08:38,2.7,2.98,0,-2.7,176.51
2025-03-25 13:33:57,1.68,1.83,0,-1.68,174.83
2025-03-25 13:40:35,2.07,2.26,1,2.26,177.09
2025-03-25 13:41:57,2.55,2.8,1,2.8,179.89
2025-03-25 13:43:02,2.21,2.37,0,-2.21,177.68
2025-03-25 13:44:01,0.94,1.04,1,1.04,178.72
2025-03-25 13:45:06,1.97,2.18,0,-1.97,176.75
2025-03-25 13:45:43,1.76,1.95,0,-1.76,174.99
2025-03-25 13:46:31,2.21,2.37,1,2.37,177.36
2025-03-25 13:49:51,1.99,2.2,1,2.2,179.56
2025-03-25 16:06:30,1.53,1.64,1,1.64,181.2
2025-03-25 16:07:15,0.94,1.04,1,1.04,182.24
2025-03-25 16:07:46,1.1,1.19,0,-1.1,181.14
2025-03-25 16:33:08,0.99,1.07,1,1.07,181.54
2025-03-25 16:33:48,2.58,2.86,0,-2.58,178.96
2025-03-25 16:35:53,1.99,2.21,0,-1.99,176.97
2025-03-25 16:38:30,1.73,1.89,0,-1.73,175.24
2025-03-25 16:43:32,1.61,1.73,0,-1.61,173.63
2025-03-25 16:45:15,0.99,1.07,0,-0.99,172.64
2025-03-25 16:46:05,2.46,2.73,0,-2.46,170.18
2025-03-25 16:51:07,2.47,2.74,1,2.74,172.92
2025-03-25 16:52:05,1.07,1.17,0,-1.07,171.85
2025-03-25 16:52:54,2.09,2.24,1,2.24,174.09
2025-03-25 20:25:14,1.17,1.28,1,1.28,175.24
2025-03-25 20:26:39,3.31,3.67,0,-3.31,171.93
2025-03-25 20:39:54,4.6,5.1,0,-4.6,167.33
2025-03-25 20:41:51,2.72,2.97,0,-2.72,164.61
2025-03-26 09:45:57,3.64,4.04,1,4.04,168.55
2025-03-26 09:53:33,1.32,1.43,0,-1.32,167.23
2025-03-26 09:54:44,2.49,2.75,1,2.75,169.98
2025-03-26 09:57:53,3.54,3.9,1,3.9,173.88
2025-03-26 10:02:58,3.09,3.42,0,-3.09,170.79
2025-03-26 10:04:47,2.76,3.02,1,3.02,173.81
2025-03-26 10:05:18,2.83,3.1,0,-2.83,170.98
2025-03-26 10:09:20,1.95,2.16,1,2.16,173.14
2025-03-26 10:20:23,3.16,3.51,0,-3.16,169.98
2025-03-26 10:22:00,3.48,3.85,0,-3.48,166.5
2025-03-26 10:23:54,1.62,1.79,0,-1.62,164.88
2025-03-26 10:24:26,3.07,3.41,1,3.41,168.29
2025-03-26 10:25:45,3.98,4.36,0,-3.98,164.31
2025-03-26 10:28:19,1.99,2.14,1,2.14,166.45
2025-03-26 10:30:12,2.76,2.95,1,2.95,169.4
2025-03-26 10:30:53,2.81,3.09,1,3.09,172.49
2025-03-26 10:32:00,3.19,3.43,0,-3.19,169.3
2025-03-26 10:38:08,2.18,2.42,0,-2.18,167.12
2025-03-26 10:42:36,1.02,1.11,1,1.11,168.23
2025-03-26 10:50:36,3.85,4.22,1,4.22,172.45
2025-03-26 10:51:52,0.99,1.09,0,-0.99,171.46
2025-03-26 10:57:29,2.3,2.54,0,-2.3,169.16
2025-03-26 11:02:48,4.77,5.29,1,5.29,174.45
2025-03-26 11:03:35,4.5,4.99,0,-4.5,169.95
2025-03-26 11:05:59,4.51,5.0,1,5.0,174.95
2025-03-26 11:34:42,3.77,4.13,1,4.13,179.08
2025-03-26 11:38:18,4.7,5.22,0,-4.7,174.38
2025-03-26 11:41:31,1.42,1.56,1,1.56,175.94
2025-03-26 12:01:39,3.82,4.24,1,4.24,180.18
2025-03-26 12:15:10,3.89,4.32,1,4.32,184.5
2025-03-26 12:17:30,4.04,4.48,0,-4.04,180.46
2025-03-26 14:15:37,3.19,3.51,1,3.51,184.08
2025-03-26 14:17:35,3.02,3.35,0,-3.02,181.06
2025-03-26 15:50:28,3.77,4.12,0,-3.77,177.29
2025-03-26 15:52:09,4.26,4.73,0,-4.26,173.03
2025-03-26 15:56:40,3.53,3.92,0,-3.53,169.5
2025-03-26 16:10:51,2.7,2.99,1,2.99,172.49
2025-03-26 18:56:38,2.89,3.21,1,3.21,178.4
2025-03-26 19:03:26,3.01,3.34,0,-3.01,175.39
2025-03-26 19:03:56,3.31,3.67,0,-3.31,172.08
2025-03-26 19:04:46,3.77,4.08,0,-3.77,168.31
2025-03-26 19:06:43,1.99,2.2,0,-1.99,166.32
2025-03-26 19:09:25,3.75,4.16,0,-3.75,162.57
2025-03-26 19:11:29,3.61,4.01,0,-3.61,158.96
2025-03-26 19:12:00,3.34,3.7,0,-3.34,155.62
2025-03-26 19:13:31,3.62,4.02,1,4.02,159.64
2025-03-26 19:19:33,2.65,2.94,1,2.94,162.58
2025-03-26 19:45:52,0.99,1.06,0,-0.99,161.59
2025-03-26 19:47:28,0.99,1.06,1,1.06,162.65
2025-03-26 20:47:18,1.82,2.02,0,-1.82,160.9
2025-03-26 20:52:41,3.57,3.96,1,3.96,164.86
2025-03-26 20:56:16,4.55,5.05,0,-4.55,159.33
2025-03-26 20:57:00,1.74,1.88,1,1.88,161.21
2025-03-26 20:58:13,0.99,1.09,0,-0.99,160.22
2025-03-26 20:58:54,2.97,3.3,1,3.3,163.52
2025-03-26 21:01:35,1.02,1.13,0,-1.02,162.5
2025-03-26 21:03:35,3.27,3.59,1,3.59,166.09
2025-03-26 21:05:18,1.81,2.01,0,-1.81,164.28
2025-03-26 21:06:04,3.44,3.82,1,3.82,168.1
2025-03-26 21:07:58,4.47,4.96,1,4.96,173.06
2025-03-26 21:12:03,1.8,1.95,1,1.95,175.01
2025-03-26 21:13:23,1.8,1.99,1,1.99,177.0
2025-03-26 21:24:16,1.6,1.76,1,1.76,178.76
2025-03-26 21:25:12,3.94,4.37,1,4.37,183.13
2025-03-26 21:29:55,1.02,1.12,1,1.12,184.25
2025-03-26 21:30:46,2.33,2.58,1,2.58,186.83
2025-03-26 21:32:16,3.88,4.3,0,-3.88,182.95
2025-03-26 21:33:40,2.77,3.07,1,3.07,186.02
2025-03-26 21:34:59,2.72,3.02,0,-2.72,183.3
2025-03-26 21:36:16,1.02,1.12,1,1.12,184.42
2025-03-26 21:39:47,2.11,2.31,1,2.31,186.73
2025-03-26 21:41:24,1.6,1.76,0,-1.6,185.13
2025-03-26 21:42:28,2.11,2.31,0,-2.11,183.02
2025-03-26 21:44:11,1.3,1.44,1,1.44,184.46
2025-03-26 21:45:19,3.15,3.5,0,-3.15,181.31
2025-03-26 21:51:00,2.99,3.32,1,3.32,184.47
2025-03-26 21:52:24,1.01,1.1,1,1.1,185.57
2025-03-26 21:54:45,1.86,2.06,0,-1.86,183.71
2025-03-26 21:56:14,3.53,3.92,1,3.92,187.63
2025-03-26 22:02:39,3.09,3.43,0,-3.09,184.54
2025-03-26 22:11:03,1.82,2.0,0,-1.82,182.72
2025-03-26 22:12:01,4.73,5.25,0,-4.73,177.99
2025-03-26 22:14:47,1.74,1.9,1,1.9,179.89
2025-03-26 22:16:22,4.61,5.12,1,5.12,185.01
2025-03-26 22:17:14,1.63,1.8,1,1.8,186.81
2025-03-26 22:19:26,1.46,1.59,0,-1.46,185.35
2025-03-26 22:20:17,0.95,1.03,1,1.03,186.38
2025-03-26 22:21:25,3.95,4.38,1,4.38,190.76
2025-03-26 22:22:11,1.22,1.34,0,-1.22,189.54
2025-03-27 09:32:40,4.4,4.88,1,4.88,195.12
2025-03-27 09:35:07,4.18,4.63,0,-4.18,190.94
2025-03-27 09:37:36,2.78,3.08,1,3.08,194.02
2025-03-27 09:42:12,1.76,1.95,0,-1.76,192.26
2025-03-27 09:50:07,2.07,2.28,0,-2.07,190.19
2025-03-27 09:52:08,1.06,1.16,1,1.16,191.35
2025-03-27 09:55:15,1.0,1.1,1,1.1,192.45
2025-03-27 09:56:09,4.3,4.77,0,-4.3,188.15
2025-03-27 09:57:06,4.15,4.61,1,4.61,192.76
2025-03-27 09:57:41,2.23,2.44,0,-2.23,190.53
2025-03-27 09:58:41,4.69,5.2,0,-4.69,185.84
2025-03-27 10:00:38,2.92,3.24,1,3.24,189.08
2025-03-27 10:03:30,1.09,1.18,0,-1.09,187.99
2025-03-27 10:04:42,2.07,2.27,1,2.27,190.26
2025-03-27 10:05:43,1.6,1.77,0,-1.6,188.66
2025-03-27 10:08:28,1.32,1.46,0,-1.32,187.34
2025-03-27 10:09:22,1.61,1.78,0,-1.61,185.73
2025-03-27 10:10:57,2.09,2.32,0,-2.09,183.64
2025-03-27 10:11:46,2.6,2.78,0,-2.6,181.04
2025-03-27 10:12:42,2.14,2.37,0,-2.14,178.9
2025-03-27 10:13:41,4.06,4.51,1,4.51,183.41
2025-03-27 10:14:38,1.43,1.58,0,-1.43,181.98
2025-03-27 10:15:52,3.51,3.9,0,-3.51,178.47
2025-03-27 10:16:28,1.46,1.58,1,1.58,180.05
2025-03-27 10:17:41,2.19,2.43,1,2.43,182.48
2025-03-27 10:20:25,1.39,1.54,0,-1.39,181.09
2025-03-27 10:22:08,3.59,3.98,0,-3.59,177.5
2025-03-27 10:23:12,1.41,1.53,0,-1.41,176.09
2025-03-27 10:34:35,1.03,1.14,1,1.14,177.23
2025-03-27 10:35:14,2.41,2.67,0,-2.41,174.82
2025-03-27 10:35:57,4.62,5.13,1,5.13,179.95
2025-03-27 10:37:09,2.14,2.35,0,-2.14,177.81
2025-03-27 10:38:09,4.05,4.49,1,4.49,182.3
2025-03-27 10:38:59,3.12,3.46,1,3.46,185.76
2025-03-27 10:40:26,1.76,1.94,0,-1.76,184.0
2025-03-27 10:41:48,1.9,2.11,1,2.11,186.11
2025-03-27 10:42:19,3.18,3.53,0,-3.18,182.93
2025-03-27 10:44:59,4.08,4.53,1,4.53,187.46
2025-03-27 10:46:14,4.77,5.29,1,5.29,192.75
2025-03-27 10:47:34,1.34,1.48,0,-1.34,191.41
2025-03-27 10:48:13,0.97,1.04,0,-0.97,190.44
2025-03-27 10:52:10,2.48,2.75,1,2.75,193.19
2025-03-27 11:02:37,4.69,5.2,1,5.2,198.39
2025-03-27 11:03:50,4.69,5.2,1,5.2,203.59
2025-03-27 11:05:36,2.11,2.34,1,2.34,205.93
2025-03-27 11:06:37,1.5,1.65,0,-1.5,204.43
2025-03-27 11:07:24,2.84,3.15,0,-2.84,201.59
2025-03-27 11:08:16,0.99,1.09,0,-0.99,200.6
2025-03-27 11:09:00,4.39,4.87,0,-4.39,196.21
2025-03-27 11:10:09,3.84,4.26,1,4.26,200.47
2025-03-27 11:12:25,4.5,4.99,0,-4.5,195.97
2025-03-27 11:13:05,4.32,4.79,0,-4.32,191.65
2025-03-27 11:13:50,1.57,1.74,0,-1.57,190.08
2025-03-27 11:15:38,0.99,1.08,1,1.08,191.16
2025-03-27 11:17:10,1.78,1.97,1,1.97,193.13
2025-03-27 11:18:32,4.16,4.62,1,4.62,197.75
2025-03-27 11:20:21,0.99,1.06,1,1.06,198.81
2025-03-27 11:22:54,1.59,1.76,0,-1.59,197.22
2025-03-27 11:25:26,0.98,1.07,1,1.07,198.29
2025-03-27 11:26:12,0.93,1.02,1,1.02,199.31
2025-03-27 11:27:44,4.69,5.2,0,-4.69,194.62
2025-03-27 11:30:40,0.93,1.02,0,-0.93,193.69
2025-03-27 11:31:23,4.63,5.14,0,-4.63,189.06
2025-03-27 11:32:05,0.99,1.08,1,1.08,190.14
2025-03-27 11:34:24,1.94,2.15,0,-1.94,188.2
2025-03-27 11:35:07,2.27,2.52,1,2.52,190.72
2025-03-27 11:35:57,4.55,5.05,0,-4.55,186.17
2025-03-27 11:36:39,0.99,1.06,1,1.06,187.23
2025-03-27 11:37:56,2.86,3.17,1,3.17,190.4
2025-03-27 11:39:39,1.03,1.14,1,1.14,191.54
2025-03-27 11:44:54,2.03,2.25,1,2.25,193.79
2025-03-27 11:45:43,1.3,1.42,0,-1.3,192.49
2025-03-27 11:46:51,3.28,3.64,1,3.64,196.13
2025-03-27 11:48:06,1.3,1.42,0,-1.3,194.83
2025-03-27 11:51:55,1.23,1.36,1,1.36,196.19
2025-03-27 11:52:26,4.47,4.77,0,-4.47,191.72
2025-03-27 11:53:04,2.18,2.38,1,2.38,194.1
2025-03-27 11:53:39,3.77,4.18,0,-3.77,190.33
2025-03-27 11:54:31,0.93,1.02,0,-0.93,189.4
2025-03-27 11:58:15,2.12,2.35,1,2.35,191.75
2025-03-27 11:59:18,3.76,4.17,1,4.17,195.92
2025-03-27 12:00:22,2.31,2.56,1,2.56,198.48
2025-03-27 12:01:17,2.34,2.59,0,-2.34,196.14
2025-03-27 12:04:14,0.93,1.02,0,-0.93,195.21
2025-03-27 12:06:35,4.15,4.61,0,-4.15,191.06
2025-03-27 12:09:07,1.16,1.28,0,-1.16,190.08
2025-03-27 12:10:57,2.97,3.29,0,-2.97,187.11
2025-03-27 12:12:18,2.57,2.85,0,-2.57,184.54
2025-03-27 12:13:06,1.07,1.16,1,1.16,185.7
2025-03-27 12:14:15,3.61,4.0,0,-3.61,182.09
2025-03-27 12:18:05,2.92,3.24,0,-2.92,179.17
2025-03-27 12:18:45,3.83,4.25,0,-3.83,175.34
2025-03-27 12:25:16,4.25,4.72,1,4.72,180.06
2025-03-27 13:44:02,2.4,2.66,0,-2.4,177.66
2025-03-27 13:45:57,3.63,3.9,0,-3.63,174.03
2025-03-27 13:46:38,2.0,2.22,0,-2.0,172.03
2025-03-27 13:47:58,2.35,2.61,1,2.61,174.64
2025-03-27 13:49:06,2.0,2.22,0,-2.0,172.64
2025-03-27 13:49:50,3.8,4.22,1,4.22,176.86
2025-03-27 13:55:20,3.4,3.73,1,3.73,180.59
2025-03-27 13:59:22,2.56,2.84,0,-2.56,178.03
2025-03-27 14:00:50,2.2,2.44,1,2.44,180.47
2025-03-27 14:02:03,2.35,2.6,0,-2.35,178.12
2025-03-27 14:06:16,2.97,3.3,0,-2.97,175.15
2025-03-27 14:12:47,2.96,3.28,1,3.28,178.43
2025-03-27 14:15:55,2.66,2.95,1,2.95,181.38
2025-03-27 14:16:46,3.4,3.75,0,-3.4,177.98
2025-03-27 14:17:33,1.47,1.63,0,-1.47,176.51
2025-03-27 14:18:51,3.27,3.63,0,-3.27,173.24
2025-03-27 14:19:58,1.93,2.07,0,-1.93,171.31
2025-03-27 14:25:34,2.4,2.63,1,2.63,173.94
2025-03-27 14:30:42,1.21,1.3,1,1.3,175.24
2025-03-27 14:33:02,4.56,5.03,1,5.03,180.27
2025-03-27 14:33:36,2.15,2.36,0,-2.15,178.12
2025-03-27 14:36:13,0.95,1.02,1,1.02,179.14
2025-03-27 14:41:38,1.87,2.07,0,-1.87,177.27
2025-03-27 14:51:40,3.69,4.09,1,4.09,181.36
2025-03-27 14:53:38,1.7,1.88,1,1.88,183.24
2025-03-27 15:00:27,3.9,4.33,0,-3.9,179.34
2025-03-27 15:00:56,0.92,1.02,0,-0.92,178.42
2025-03-27 15:02:15,2.79,3.09,0,-2.79,175.63
2025-03-27 15:04:24,4.0,4.44,1,4.44,180.07
2025-03-27 15:07:41,4.08,4.53,0,-4.08,175.99
2025-03-27 15:08:29,2.96,3.28,1,3.28,179.27
2025-03-27 15:09:04,4.04,4.48,0,-4.04,175.23
2025-03-27 15:10:06,1.77,1.96,1,1.96,177.19
2025-03-27 15:10:48,2.92,3.24,1,3.24,180.43
2025-03-27 15:22:00,0.96,1.06,0,-0.96,179.47
2025-03-27 15:23:56,0.95,1.02,1,1.02,180.49
2025-03-27 15:29:21,0.91,1.01,1,1.01,181.5
2025-03-27 15:31:23,2.1,2.32,1,2.32,183.82
2025-03-27 15:33:53,1.03,1.14,0,-1.03,182.79
2025-03-27 15:35:04,3.29,3.65,1,3.65,186.44
2025-03-27 15:36:04,1.96,2.17,0,-1.96,184.48
2025-03-27 15:39:14,1.81,2.01,1,2.01,186.49
2025-03-27 15:40:28,1.79,1.98,0,-1.79,184.7
2025-03-27 15:44:40,3.38,3.75,1,3.75,188.45
2025-03-27 15:48:34,0.95,1.02,1,1.02,189.47
2025-03-27 17:56:26,3.19,3.54,0,-3.19,186.26
2025-03-27 17:59:35,4.71,5.23,0,-4.71,181.55
2025-03-27 18:00:59,0.97,1.06,0,-0.97,180.58
2025-03-27 18:01:58,1.8,2.0,1,2.0,182.58
2025-03-27 18:09:15,1.04,1.13,1,1.13,183.71
2025-03-27 18:10:25,1.12,1.23,0,-1.12,182.59
2025-03-27 18:12:48,1.18,1.31,0,-1.18,181.41
2025-03-27 18:14:16,1.09,1.2,1,1.2,182.61
2025-03-27 18:14:56,1.04,1.12,0,-1.04,181.57
2025-03-27 18:20:01,0.94,1.01,1,1.01,182.58
2025-03-27 18:37:20,1.9,2.1,1,2.1,184.68
2025-03-27 18:39:48,0.94,1.02,1,1.02,185.7
2025-03-27 18:41:19,3.49,3.87,0,-3.49,182.21
2025-03-27 18:43:41,1.04,1.13,0,-1.04,181.17
2025-03-27 18:44:35,1.8,2.0,1,2.0,183.17
2025-03-27 18:46:35,1.04,1.13,0,-1.04,182.13
2025-03-27 18:47:27,1.99,2.17,1,2.17,184.3
2025-03-27 18:48:59,0.94,1.03,0,-0.94,183.36
2025-03-27 18:50:36,4.57,5.07,0,-4.57,178.79
2025-03-27 18:54:22,4.35,4.83,0,-4.35,174.44
2025-03-27 18:56:37,3.91,4.29,1,4.29,178.73
2025-03-27 18:57:31,2.22,2.46,1,2.46,181.19
2025-03-27 19:11:16,2.78,3.08,0,-2.78,178.41
2025-03-27 20:32:24,2.94,3.26,1,3.26,181.67
2025-03-27 20:56:59,1.9,2.09,0,-1.9,179.77
2025-03-27 21:00:09,3.21,3.56,1,3.56,183.33
2025-03-27 21:03:00,3.52,3.87,0,-3.52,179.5
2025-03-27 21:08:50,1.99,2.19,1,2.19,181.69
2025-03-27 21:09:36,3.53,3.87,1,3.87,185.56
2025-03-27 21:15:47,3.48,3.86,1,3.86,189.42
2025-03-27 21:16:38,4.13,4.58,0,-4.13,185.29
2025-03-27 21:19:00,2.91,3.23,1,3.23,188.52
2025-03-27 21:21:26,1.49,1.65,0,-1.49,187.03
2025-03-27 21:22:12,2.83,3.14,0,-2.83,184.2
2025-03-27 21:28:29,7.8,8.66,1,8.66,192.86
2025-03-27 21:29:59,3.86,4.28,1,4.28,197.14
2025-03-27 21:31:04,3.74,4.15,0,-3.74,193.4
2025-03-27 21:34:44,2.91,3.23,1,3.23,196.63
2025-03-27 21:35:44,7.62,8.46,1,8.46,205.09
2025-03-27 21:36:52,4.69,5.21,1,5.21,210.3
2025-03-27 21:41:49,8.33,9.16,0,-8.33,201.97
2025-03-27 21:43:26,5.41,6.0,1,6.0,207.97
2025-03-27 21:54:25,2.7,2.9,0,-2.7,205.27
2025-03-27 21:58:00,3.83,4.25,1,4.25,209.52
2025-03-27 21:59:18,4.82,5.35,1,5.35,214.87
2025-03-27 22:00:26,2.7,2.9,1,2.9,217.77
2025-03-27 22:01:13,1.44,1.59,1,1.59,219.36
2025-03-27 22:05:36,1.86,2.0,1,2.0,221.36
2025-03-27 22:08:59,1.72,1.91,0,-1.72,219.64
2025-03-27 22:10:33,2.04,2.26,0,-2.04,217.6
2025-03-27 22:11:45,2.29,2.54,1,2.54,220.14
2025-03-27 22:12:51,2.66,2.95,1,2.95,223.09
2025-03-27 22:34:03,4.62,5.13,1,5.13,228.22
2025-03-27 22:41:59,4.51,5.01,1,5.01,233.23
2025-03-27 22:45:14,6.26,6.95,0,-6.26,226.97
2025-03-27 22:55:26,3.81,4.23,0,-3.81,223.16
2025-03-27 22:56:27,3.43,3.81,1,3.81,226.97
2025-03-27 22:59:04,1.85,1.98,1,1.98,228.95
2025-03-27 23:00:02,7.91,8.78,0,-7.91,221.04
2025-03-27 23:08:13,3.21,3.56,1,3.56,224.6
2025-03-27 23:09:16,1.78,1.97,0,-1.78,222.82
2025-03-27 23:11:00,4.23,4.69,1,4.69,227.51
2025-03-27 23:17:08,1.29,1.43,1,1.43,228.94
2025-03-27 23:30:05,2.8,3.1,1,3.1,232.04
2025-03-27 23:31:50,3.41,3.78,0,-3.41,228.63
2025-03-28 09:32:05,3.71,4.12,0,-3.71,223.97
2025-03-28 09:33:23,3.64,4.04,0,-3.64,220.33
2025-03-28 09:34:41,2.63,2.92,0,-2.63,217.7
2025-03-28 09:35:28,2.97,3.3,0,-2.97,214.73
2025-03-28 09:39:55,2.21,2.45,1,2.45,217.18
2025-03-28 09:43:55,2.7,2.99,0,-2.7,214.48
2025-03-28 09:45:13,2.12,2.35,0,-2.12,212.36
2025-03-28 09:49:27,2.91,3.19,0,-2.91,209.45
2025-03-28 09:50:09,3.21,3.56,0,-3.21,206.24
2025-03-28 09:52:20,4.94,5.48,1,5.48,211.72
2025-03-28 09:53:33,5.11,5.67,0,-5.11,206.61
2025-03-28 09:55:02,2.99,3.32,1,3.32,209.93
2025-03-28 09:55:57,3.35,3.62,1,3.62,213.55
2025-03-28 09:56:29,3.01,3.34,0,-3.01,210.54
2025-03-28 09:58:00,3.35,3.72,1,3.72,214.26
2025-03-28 10:00:31,3.35,3.72,1,3.72,217.98
2025-03-28 10:01:42,4.62,4.97,0,-4.62,213.36
2025-03-28 10:02:12,3.01,3.34,0,-3.01,210.35
2025-03-28 10:02:56,3.97,4.4,1,4.4,214.75
2025-03-28 10:13:49,2.39,2.65,1,2.65,217.4
2025-03-28 10:21:38,4.76,5.28,1,5.28,222.68
2025-03-28 10:22:20,4.84,5.37,0,-4.84,217.84
2025-03-28 10:28:18,4.36,4.84,1,4.84,222.68
2025-03-28 10:32:19,5.24,5.82,1,5.82,228.5
2025-03-28 10:37:35,1.85,2.04,0,-1.85,226.65
2025-03-28 10:38:27,4.51,5.01,1,5.01,231.66
2025-03-28 10:40:08,2.52,2.79,0,-2.52,229.14
2025-03-28 10:46:31,1.85,2.04,0,-1.85,227.29
2025-03-28 10:48:29,3.17,3.44,0,-3.17,224.12
2025-03-28 10:50:39,5.12,5.68,0,-5.12,219.0
2025-03-28 10:51:55,1.9,2.04,0,-1.9,217.1
2025-03-28 10:57:32,3.01,3.34,1,3.34,220.44
2025-03-28 11:00:04,2.63,2.92,1,2.92,223.36
2025-03-28 11:09:23,2.19,2.39,0,-2.19,221.17
2025-03-28 11:22:02,3.88,4.31,0,-3.88,217.29
2025-03-28 11:23:14,2.71,3.0,0,-2.71,214.58
2025-03-28 11:24:59,1.89,2.09,0,-1.89,212.69
2025-03-28 11:25:53,2.72,3.02,1,3.02,215.71
2025-03-28 11:27:48,4.85,5.38,1,5.38,221.09
2025-03-28 11:30:41,3.43,3.81,0,-3.43,217.66
2025-03-28 11:31:55,2.35,2.6,0,-2.35,215.31
2025-03-28 11:33:44,1.9,2.11,1,2.11,217.42
2025-03-28 11:35:35,3.68,4.08,0,-3.68,213.74
2025-03-28 11:36:11,4.61,5.12,0,-4.61,209.13
2025-03-28 11:38:06,4.82,5.35,1,5.35,214.48
2025-03-28 11:45:02,2.99,3.32,0,-2.99,211.49
2025-03-28 11:46:21,4.71,5.23,1,5.23,216.72
2025-03-28 12:40:56,1.98,2.19,1,2.19,218.91
2025-03-28 12:46:01,1.86,2.04,0,-1.86,217.05
2025-03-28 12:49:28,3.1,3.44,1,3.44,220.49
2025-03-28 12:52:58,3.46,3.84,1,3.84,224.33
2025-03-28 12:54:46,2.98,3.31,1,3.31,227.64
2025-03-28 12:55:43,2.01,2.18,0,-2.01,225.63
2025-03-28 12:56:43,2.52,2.79,1,2.79,228.42
2025-03-28 12:59:10,2.71,3.01,0,-2.71,225.71
2025-03-28 13:13:39,1.91,2.12,1,2.12,228.99
2025-03-28 13:18:37,3.12,3.46,0,-3.12,225.87
2025-03-28 13:23:16,1.91,2.07,0,-1.91,223.96
2025-03-28 13:24:43,3.05,3.38,0,-3.05,220.91
2025-03-28 13:39:42,3.97,4.4,0,-3.97,216.94
2025-03-28 13:44:55,4.42,4.91,1,4.91,221.85
2025-03-28 13:47:44,1.9,2.11,1,2.11,223.96
2025-03-28 14:04:03,4.92,5.46,0,-4.92,219.04
2025-03-28 14:08:21,3.6,3.99,1,3.99,223.03
2025-03-28 14:09:18,4.02,4.46,1,4.46,227.49
2025-03-28 14:15:43,2.19,2.38,1,2.38,229.87
2025-03-28 14:30:45,4.87,5.41,1,5.41,235.28
2025-03-28 14:32:46,3.81,4.23,0,-3.81,231.47
2025-03-28 14:34:59,3.82,4.24,0,-3.82,227.65
2025-03-28 14:35:43,2.98,3.31,0,-2.98,224.67
2025-03-28 14:37:14,2.19,2.37,0,-2.19,222.48
2025-03-28 14:37:59,4.11,4.56,1,4.56,227.04
2025-03-28 14:57:20,3.53,3.92,1,3.92,230.96
2025-03-28 14:58:58,3.71,4.12,0,-3.71,227.25
2025-03-28 15:00:58,3.43,3.81,0,-3.43,223.82
2025-03-28 15:02:28,5.01,5.56,0,-5.01,218.81
2025-03-28 15:07:58,1.88,2.08,0,-1.88,216.93
2025-03-28 15:08:32,3.57,3.96,0,-3.57,213.36
2025-03-28 15:09:25,3.64,4.04,1,4.04,217.4
2025-03-28 15:13:34,4.72,5.24,0,-4.72,212.68
2025-03-28 15:14:50,2.13,2.36,0,-2.13,210.55
2025-03-28 15:16:54,2.86,3.17,1,3.17,213.72
2025-03-28 15:19:25,1.92,2.13,0,-1.92,204.12
2025-03-28 15:20:05,2.66,2.91,0,-2.66,201.46
2025-03-28 15:20:45,3.89,4.32,1,4.32,205.78
2025-03-28 15:21:40,3.6,3.98,1,3.98,209.76
2025-03-28 15:24:29,4.43,4.88,0,-4.43,205.33
2025-03-28 15:26:17,4.43,4.88,1,4.88,210.21
2025-03-28 15:32:21,1.81,2.01,0,-1.81,211.2
2025-03-28 15:33:48,3.92,4.35,0,-3.92,207.28
2025-03-28 15:34:51,3.44,3.82,1,3.82,211.1
